,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
5333,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No
5334,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
5335,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No
5336,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
5337,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
5338,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
5339,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
5340,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No
5341,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
5342,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
5343,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
5344,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes
5345,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
5346,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
5347,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
5348,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
5349,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
5350,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes
5351,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
5352,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
5353,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
5354,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No
5355,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
5356,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
5357,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
5358,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No
5359,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
5360,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
5361,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
5362,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
5363,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
5364,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
5365,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
5366,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
5367,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
5368,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
5369,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
5370,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes
5371,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes
5372,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
5373,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
5374,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
5375,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
5376,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5377,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No
5378,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
5379,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
5380,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
5381,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
5382,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No
5383,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes
5384,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
5385,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5386,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
5387,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5388,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
5389,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
5390,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes
5391,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
5392,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
5393,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
5394,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
5395,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
5396,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
5397,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
5398,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No
5399,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
5400,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
5401,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
5402,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5403,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
5404,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes
5405,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
5406,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
5407,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
5408,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No
5409,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
5410,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
5411,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
5412,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
5413,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
5414,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
5415,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
5416,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
5417,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
5418,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No
5419,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
5420,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
5421,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No
5422,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
5423,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
5424,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
5425,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
5426,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No
5427,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No
5428,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
5429,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
5430,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
5431,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No
5432,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
5433,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
5434,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
5435,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No
5436,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
5437,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes
5438,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
5439,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes
5440,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5441,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
5442,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
5443,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
5444,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes
5445,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
5446,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
5447,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No
5448,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
5449,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
5450,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
5451,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
5452,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No
5453,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
5454,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
5455,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes
5456,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
5457,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes
5458,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5459,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5460,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes
5461,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No
5462,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
5463,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
5464,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
5465,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
5466,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
5467,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No
5468,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
5469,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
5470,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No
5471,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
5472,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
5473,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
5474,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No
5475,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
5476,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
5477,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
5478,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
5479,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
5480,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No
5481,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
5482,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
5483,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
5484,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
5485,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
5486,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
5487,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
5488,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
5489,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No
5490,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
5491,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
5492,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
5493,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
5494,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
5495,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
5496,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes
5497,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
5498,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
5499,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
5500,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
5501,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
5502,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No
5503,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
5504,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
5505,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
5506,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No
5507,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
5508,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No
5509,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
5510,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
5511,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
5512,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
5513,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
5514,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes
5515,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
5516,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
5517,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
5518,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
5519,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No
5520,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes
5521,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
5522,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No
5523,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes
5524,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
5525,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
5526,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No
5527,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes
5528,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
5529,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes
5530,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
5531,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No
5532,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
5533,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes
5534,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
5535,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
5536,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
5537,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No
5538,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No
5539,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
5540,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
5541,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
5542,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
5543,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
5544,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
5545,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No
5546,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No
5547,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No
5548,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
5549,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
5550,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
5551,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes
5552,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
5553,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes
5554,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes
5555,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
5556,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
5557,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes
5558,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
5559,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
5560,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No
5561,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
5562,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
5563,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No
5564,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
5565,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
5566,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No
5567,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
5568,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
5569,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
5570,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
5571,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
5572,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
5573,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
5574,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
5575,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
5576,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
5577,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
5578,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
5579,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No
5580,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes
5581,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes
5582,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No
5583,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
5584,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5585,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No
5586,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes
5587,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
5588,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No
5589,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
5590,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
5591,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
5592,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5593,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
5594,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
5595,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
5596,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
5597,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
5598,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
5599,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
5600,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
5601,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
5602,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5603,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes
5604,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
5605,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
5606,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5607,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
5608,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
5609,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
5610,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
5611,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
5612,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes
5613,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5614,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
5615,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
5616,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes
5617,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
5618,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
5619,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
5620,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
5621,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
5622,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5623,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes
5624,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
5625,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
5626,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
5627,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
5628,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
5629,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
5630,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
5631,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
5632,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No
5633,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
5634,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
5635,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
5636,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
5637,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
5638,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
5639,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5640,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
5641,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
5642,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No
5643,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
5644,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes
5645,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
5646,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
5647,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No
5648,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
5649,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
5650,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
5651,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
5652,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
5653,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
5654,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes
5655,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
5656,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
5657,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
5658,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
5659,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
5660,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
5661,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
5662,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
5663,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
5664,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes
5665,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
5666,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
5667,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No
5668,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
5669,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No
5670,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
5671,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes
5672,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
5673,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
5674,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
5675,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
5676,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes
5677,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
5678,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No
5679,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
5680,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
